,BDF1,tiempo
0,4.6321996965193605e-10,0.0009998703544206852
1,1.8325407708543393e-09,0.0019997407088413704
2,4.076535107225601e-09,0.0029996110632620554
3,7.162879641936158e-09,0.003999481417682741
4,1.105876843771729e-08,0.004999351772103426
5,1.5731321219185148e-08,0.005999222126524112
6,2.1147977588201438e-08,0.006999092480944797
7,2.7276869159290602e-08,0.007998962835365482
8,3.4087162585311636e-08,0.008998833189786167
9,4.1549367575068745e-08,0.009998703544206853
10,4.9635605224553555e-08,0.010998573898627538
11,5.831983325105575e-08,0.011998444253048223
12,6.757802599537499e-08,0.012998314607468909
13,7.73883083043971e-08,0.013998184961889594
14,8.773104359029802e-08,0.01499805531631028
15,9.858887745456125e-08,0.015997925670730963
16,1.0994673923907574e-07,0.016997796025151647
17,1.2179180470502672e-07,0.01799766637957233
18,1.3411342372723422e-07,0.018997536733993015
19,1.4690301742147842e-07,0.0199974070884137
20,1.601539494904535e-07,0.020997277442834382
21,1.7386137678426056e-07,0.021997147797255066
22,1.8802208413039112e-07,0.02299701815167575
23,2.0263430840774868e-07,0.023996888506096433
24,2.1769755663302814e-07,0.024996758860517117
25,2.3321242251462853e-07,0.0259966292149378
26,2.491804055258451e-07,0.026996499569358484
27,2.656037360776845e-07,0.027996369923779168
28,2.824852098507215e-07,0.02899624027819985
29,2.99828033795316e-07,0.029996110632620535
30,3.1763568574958005e-07,0.03099598098704122
31,3.3591178907126985e-07,0.031995851341461906
32,3.5466000314761067e-07,0.03299572169588259
33,3.738839301526342e-07,0.03399559205030328
34,3.9358703796941424e-07,0.03499546240472397
35,4.1377259879954307e-07,0.035995332759144655
36,4.344436426442406e-07,0.03699520311356534
37,4.5560292456656366e-07,0.03799507346798603
38,4.772529044331254e-07,0.038994943822406716
39,4.993957376835301e-07,0.039994814176827403
40,5.220332755855195e-07,0.04099468453124809
41,5.45167073397618e-07,0.04199455488566878
42,5.687984048737918e-07,0.042994425240089465
43,5.929282816000962e-07,0.04399429559451015
44,6.175574757439575e-07,0.04499416594893084
45,6.426865449156554e-07,0.045994036303351526
46,6.683158579815787e-07,0.046993906657772214
47,6.944456208228229e-07,0.0479937770121929
48,7.210759011943867e-07,0.04899364736661359
49,7.482066520037677e-07,0.049993517721034275
50,7.758377324870768e-07,0.05099338807545496
51,8.039689269135372e-07,0.05199325842987565
52,8.325999605892441e-07,0.05299312878429634
53,8.617305130583213e-07,0.053992999138717024
54,8.913602285098048e-07,0.05499286949313771
55,9.214887234919e-07,0.0559927398475584
56,9.521155921123596e-07,0.056992610201979085
57,9.832404089611169e-07,0.05799248055639977
58,1.0148627300346097e-06,0.05899235091082046
59,1.0469820919669784e-06,0.05999222126524115
60,1.079598009886686e-06,0.060992091619661834
61,1.1127099742168126e-06,0.06199196197408252
62,1.146317446727678e-06,0.06299183232850321
63,1.1804198561312054e-06,0.0639917026829239
64,1.21501659348144e-06,0.06499157303734458
65,1.250107007615128e-06,0.06599144339176527
66,1.2856904008327578e-06,0.06699131374618596
67,1.3217660249857397e-06,0.06799118410060664
68,1.358333078099919e-06,0.06899105445502733
69,1.3953907016309494e-06,0.06999092480944802
70,1.4329379784154716e-06,0.0709907951638687
71,1.4709739313507758e-06,0.07199066551828939
72,1.5094975228104672e-06,0.07299053587271008
73,1.5485076547794098e-06,0.07399040622713077
74,1.5880031696721133e-06,0.07499027658155145
75,1.6279828517834342e-06,0.07599014693597214
76,1.668445429307702e-06,0.07699001729039283
77,1.7093895768550368e-06,0.07798988764481352
78,1.750813918387382e-06,0.0789897579992342
79,1.7927170304950765e-06,0.07998962835365489
80,1.8350974459349416e-06,0.08098949870807558
81,1.8779536573534272e-06,0.08198936906249626
82,1.9212841211219313e-06,0.08298923941691695
83,1.9650872612179745e-06,0.08398910977133764
84,2.009361473091517e-06,0.08498898012575833
85,2.0541051274635426e-06,0.08598885048017901
86,2.0993165740119357e-06,0.0869887208345997
87,2.1449941449060565e-06,0.08798859118902039
88,2.1911361581606167e-06,0.08898846154344107
89,2.2377409207860965e-06,0.08998833189786176
90,2.284806731718975e-06,0.09098820225228245
91,2.3323318845226114e-06,0.09198807260670314
92,2.3803146698541786e-06,0.09298794296112382
93,2.4287533776983847e-06,0.09398781331554451
94,2.4776462993723342e-06,0.0949876836699652
95,2.5269917293102094e-06,0.09598755402438588
96,2.5767879666380625e-06,0.09698742437880657
97,2.627033316552043e-06,0.09798729473322726
98,2.677726091514184e-06,0.09898716508764795
99,2.7288646122811703e-06,0.09998703544206863
100,2.780447208781724e-06,0.10098690579648932
101,2.832472220858885e-06,0.10198677615091001
102,2.8849379988918767e-06,0.1029866465053307
103,2.937842904313355e-06,0.10398651685975138
104,2.991185310035645e-06,0.10498638721417207
105,3.044963600799176e-06,0.10598625756859276
106,3.099176173455604e-06,0.10698612792301344
107,3.15382143719592e-06,0.10798599827743413
108,3.208897813734086e-06,0.10898586863185482
109,3.2644037374539545e-06,0.1099857389862755
110,3.3203376555278524e-06,0.11098560934069619
111,3.3766980280124635e-06,0.11198547969511688
112,3.4334833279275777e-06,0.11298535004953757
113,3.4906920413225935e-06,0.11398522040395825
114,3.5483226673332974e-06,0.11498509075837894
115,3.6063737182331357e-06,0.11598496111279963
116,3.664843719479297e-06,0.11698483146722032
117,3.7237312097569565e-06,0.117984701821641
118,3.783034741021536e-06,0.11898457217606169
119,3.842752878539522e-06,0.11998444253048238
120,3.902884200929216e-06,0.12098431288490306
121,3.963427300199819e-06,0.12198418323932375
122,4.024380781790147e-06,0.12298405359374444
123,4.085743264605091e-06,0.12398392394816513
124,4.147513381050697e-06,0.12498379430258581
125,4.209689777066313e-06,0.1259836646570065
126,4.2722711121529165e-06,0.12698353501142717
127,4.335256059398717e-06,0.12798340536584785
128,4.398643305498774e-06,0.12898327572026852
129,4.462431550770297e-06,0.1299831460746892
130,4.526619509161556e-06,0.13098301642910987
131,4.591205908254412e-06,0.13198288678353054
132,4.656189489260387e-06,0.1329827571379512
133,4.7215690070088385e-06,0.1339826274923719
134,4.787343229927419e-06,0.13498249784679256
135,4.853510940014672e-06,0.13598236820121323
136,4.920070932804226e-06,0.1369822385556339
137,4.987022017320252e-06,0.13798210891005458
138,5.0543630160241065e-06,0.13898197926447525
139,5.122092764752362e-06,0.13998184961889593
140,5.190210112645595e-06,0.1409817199733166
141,5.25871392206815e-06,0.14198159032773727
142,5.327603068519417e-06,0.14298146068215795
143,5.39687644053524e-06,0.14398133103657862
144,5.466532939580992e-06,0.1449812013909993
145,5.536571479935692e-06,0.14598107174541997
146,5.606990988567571e-06,0.14698094209984064
147,5.6777904050004454e-06,0.1479808124542613
148,5.748968681171879e-06,0.14898068280868199
149,5.820524781283741e-06,0.14998055316310266
150,5.89245768164333e-06,0.15098042351752333
151,5.964766370497656e-06,0.151980293871944
152,6.037449847859281e-06,0.15298016422636468
153,6.110507125324751e-06,0.15398003458078535
154,6.18393722588613e-06,0.15497990493520603
155,6.257739183734851e-06,0.1559797752896267
156,6.331912044058957e-06,0.15697964564404737
157,6.406454862833517e-06,0.15797951599846805
158,6.481366706604785e-06,0.15897938635288872
159,6.556646652268434e-06,0.1599792567073094
160,6.632293786841215e-06,0.16097912706173007
161,6.708307207227548e-06,0.16197899741615074
162,6.784686019980582e-06,0.1629788677705714
163,6.861429341057804e-06,0.16397873812499209
164,6.938536295572188e-06,0.16497860847941276
165,7.016006017538778e-06,0.16597847883383343
166,7.0938376496162515e-06,0.1669783491882541
167,7.172030342845261e-06,0.16797821954267478
168,7.250583256382635e-06,0.16897808989709545
169,7.329495557231924e-06,0.16997796025151612
170,7.408766419970678e-06,0.1709778306059368
171,7.488395026475314e-06,0.17197770096035747
172,7.56838056564282e-06,0.17297757131477814
173,7.648722233109744e-06,0.17397744166919882
174,7.729419230969962e-06,0.1749773120236195
175,7.810470767489708e-06,0.17597718237804016
176,7.89187605682118e-06,0.17697705273246084
177,7.973634318715793e-06,0.1779769230868815
178,8.055744778234765e-06,0.17897679344130218
179,8.138206665460199e-06,0.17997666379572286
180,8.221019215204987e-06,0.18097653415014353
181,8.304181666722954e-06,0.1819764045045642
182,8.38769326341878e-06,0.18297627485898488
183,8.471553252557905e-06,0.18397614521340555
184,8.555760884977197e-06,0.18497601556782622
185,8.640315414796776e-06,0.1859758859222469
186,8.725216099132722e-06,0.18697575627666757
187,8.810462197810114e-06,0.18797562663108824
188,8.89605297307905e-06,0.18897549698550892
189,8.981987689331226e-06,0.1899753673399296
190,9.068265612819505e-06,0.19097523769435026
191,9.154886011378779e-06,0.19197510804877094
192,9.241848154149911e-06,0.1929749784031916
193,9.329151311305904e-06,0.19397484875761228
194,9.416794753781523e-06,0.19497471911203296
195,9.50477775300509e-06,0.19597458946645363
196,9.593099580634951e-06,0.1969744598208743
197,9.681759508297491e-06,0.19797433017529498
198,9.770756807330805e-06,0.19897420052971565
199,9.860090748531225e-06,0.19997407088413632
200,9.949760601903811e-06,0.200973941238557
201,1.0039765636417403e-05,0.20197381159297767
202,1.0130105119764174e-05,0.20297368194739834
203,1.0220778318123205e-05,0.20397355230181902
204,1.0311784495930113e-05,0.2049734226562397
205,1.0403122915649516e-05,0.20597329301066036
206,1.0494792837554082e-05,0.20697316336508104
207,1.0586793519509e-05,0.2079730337195017
208,1.0679124216760622e-05,0.20897290407392238
209,1.0771784181730824e-05,0.20997277442834306
210,1.0864772663818364e-05,0.21097264478276373
211,1.0958088909203585e-05,0.2119725151371844
212,1.1051732160661239e-05,0.21297238549160508
213,1.114570165737811e-05,0.21397225584602575
214,1.12399966347765e-05,0.21497212620044642
215,1.1334616324344628e-05,0.2159719965548671
216,1.1429559953472928e-05,0.21697186690928777
217,1.1524826745296645e-05,0.21797173726370844
218,1.162041591854478e-05,0.21897160761812912
219,1.17163266873962e-05,0.2199714779725498
220,1.1812558261341468e-05,0.22097134832697046
221,1.1909109845051636e-05,0.22197121868139114
222,1.200598063825414e-05,0.2229710890358118
223,1.210316983561532e-05,0.22397095939023248
224,1.2200676626629258e-05,0.22497082974465316
225,1.2298500195514152e-05,0.22597070009907383
226,1.2396639721115322e-05,0.2269705704534945
227,1.2495094376815141e-05,0.22797044080791518
228,1.2593863330450303e-05,0.22897031116233585
229,1.2692945744235638e-05,0.22997018151675652
230,1.2792340774695238e-05,0.2309700518711772
231,1.2892047572600818e-05,0.23196992222559787
232,1.2992065282916707e-05,0.23296979258001854
233,1.309239304475204e-05,0.23396966293443922
234,1.319302999132102e-05,0.2349695332888599
235,1.3293975249908023e-05,0.23596940364328056
236,1.3395227941842626e-05,0.23696927399770124
237,1.3496787182479303e-05,0.2379691443521219
238,1.359865208118549e-05,0.23896901470654258
239,1.3700821741336244e-05,0.23996888506096326
240,1.3803295260316154e-05,0.24096875541538393
241,1.3906071729527895e-05,0.2419686257698046
242,1.4009150234407814e-05,0.24296849612422527
243,1.4112529854449005e-05,0.24396836647864595
244,1.4216209663230146e-05,0.24496823683306662
245,1.4320188728452161e-05,0.2459681071874873
246,1.4424466111981497e-05,0.24696797754190797
247,1.4529040869898863e-05,0.24796784789632864
248,1.4633912052557356e-05,0.24896771825074931
249,1.473907870464386e-05,0.24996758860517
250,1.4844539865249283e-05,0.25096745895959066
251,1.4950294567944737e-05,0.25196732931401133
252,1.5056341840863692e-05,0.252967199668432
253,1.5162680706790776e-05,0.2539670700228527
254,1.5269310183256466e-05,0.25496694037727335
255,1.5376229282638685e-05,0.25596681073169403
256,1.548343701226976e-05,0.2569666810861147
257,1.5590932374548524e-05,0.2579665514405354
258,1.569871436706152e-05,0.25896642179495605
259,1.5806781982704617e-05,0.2599662921493767
260,1.5915134209816728e-05,0.2609661625037974
261,1.6023770032312896e-05,0.26196603285821807
262,1.613268842982788e-05,0.26296590321263874
263,1.6241888377861135e-05,0.2639657735670594
264,1.6351368847929935e-05,0.2649656439214801
265,1.6461128807725486e-05,0.26596551427590076
266,1.657116722127664e-05,0.26696538463032143
267,1.668148304911423e-05,0.2679652549847421
268,1.6792075248444866e-05,0.2689651253391628
269,1.690294277332576e-05,0.26996499569358345
270,1.7014084574846143e-05,0.2709648660480041
271,1.712549960131202e-05,0.2719647364024248
272,1.723718679843475e-05,0.2729646067568455
273,1.7349145109525337e-05,0.27396447711126615
274,1.7461373475690706e-05,0.2749643474656868
275,1.7573870836034454e-05,0.2759642178201075
276,1.7686636127861808e-05,0.27696408817452817
277,1.7799668286886865e-05,0.27796395852894884
278,1.7912966247444504e-05,0.2789638288833695
279,1.8026528942703663e-05,0.2799636992377902
280,1.814035530488577e-05,0.28096356959221086
281,1.825444426548357e-05,0.28196343994663153
282,1.8368794755484213e-05,0.2829633103010522
283,1.8483405705595267e-05,0.2839631806554729
284,1.859827604647091e-05,0.28496305100989355
285,1.8713404708942508e-05,0.2859629213643142
286,1.8828790624249043e-05,0.2869627917187349
287,1.8944432724271627e-05,0.2879626620731556
288,1.906032994176751e-05,0.28896253242757625
289,1.9176481210607556e-05,0.2899624027819969
290,1.9292885466012217e-05,0.2909622731364176
291,1.940954164479209e-05,0.29196214349083827
292,1.9526448685585277e-05,0.29296201384525894
293,1.964360552910019e-05,0.2939618841996796
294,1.9761011118354182e-05,0.2949617545541003
295,1.987866439891513e-05,0.29596162490852096
296,1.9996564319143772e-05,0.29696149526294163
297,2.011470983043309e-05,0.2979613656173623
298,2.023309988745084e-05,0.298961235971783
299,2.0351733448378975e-05,0.29996110632620365
300,2.047060947515414e-05,0.3009609766806243
301,2.0589726933705165e-05,0.301960847035045
302,2.0709084794193898e-05,0.3029607173894657
303,2.082868203124875e-05,0.30396058774388635
304,2.094851762420216e-05,0.304960458098307
305,2.1068590557324148e-05,0.3059603284527277
306,2.118889982005307e-05,0.30696019880714837
307,2.130944440722678e-05,0.30796006916156904
308,2.143022331930966e-05,0.3089599395159897
309,2.1551235562618905e-05,0.3099598098704104
310,2.1672480149545295e-05,0.31095968022483106
311,2.179395609877596e-05,0.31195955057925173
312,2.1915662435509305e-05,0.3129594209336724
313,2.2037598191669707e-05,0.3139592912880931
314,2.2159762406118126e-05,0.31495916164251375
315,2.2282154124858375e-05,0.3159590319969344
316,2.240477240124129e-05,0.3169589023513551
317,2.252761629616352e-05,0.31795877270577577
318,2.2650684878262526e-05,0.31895864306019645
319,2.2773977224108024e-05,0.3199585134146171
320,2.2897492418388323e-05,0.3209583837690378
321,2.302122955409149e-05,0.32195825412345846
322,2.3145187732683036e-05,0.32295812447787914
323,2.3269366064277364e-05,0.3239579948322998
324,2.339376366780461e-05,0.3249578651867205
325,2.351837967117216e-05,0.32595773554114116
326,2.3643213211420257e-05,0.32695760589556183
327,2.3768263434871878e-05,0.3279574762499825
328,2.3893529497277885e-05,0.3289573466044032
329,2.401901056395421e-05,0.32995721695882385
330,2.41447058099143e-05,0.3309570873132445
331,2.4270614419995282e-05,0.3319569576676652
332,2.4396735588976996e-05,0.33295682802208587
333,2.452306852169377e-05,0.33395669837650654
334,2.4649612433142005e-05,0.3349565687309272
335,2.4776366548577245e-05,0.3359564390853479
336,2.4903330103607313e-05,0.33695630943976856
337,2.503050234427699e-05,0.33795617979418924
338,2.5157882527145587e-05,0.3389560501486099
339,2.5285469919355807e-05,0.3399559205030306
340,2.5413263798698355e-05,0.34095579085745126
341,2.554126345366538e-05,0.34195566121187193
342,2.5669468183498302e-05,0.3429555315662926
343,2.5797877298227903e-05,0.3439554019207133
344,2.5926490118704592e-05,0.34495527227513395
345,2.6055305976622976e-05,0.3459551426295546
346,2.6184324214537594e-05,0.3469550129839753
347,2.6313544185869622e-05,0.34795488333839597
348,2.6442965254906547e-05,0.34895475369281664
349,2.6572586796793606e-05,0.3499546240472373
350,2.670240819751585e-05,0.350954494401658
351,2.6832428853873447e-05,0.35195436475607866
352,2.696264817344717e-05,0.35295423511049934
353,2.7093065574555483e-05,0.35395410546492
354,2.722368048620621e-05,0.3549539758193407
355,2.7354492348034988e-05,0.35595384617376136
356,2.7485500610239205e-05,0.35695371652818203
357,2.7616704733502188e-05,0.3579535868826027
358,2.7748104188908006e-05,0.3589534572370234
359,2.7879698457849868e-05,0.35995332759144405
360,2.801148703192852e-05,0.3609531979458647
361,2.8143469412844574e-05,0.3619530683002854
362,2.8275645112278778e-05,0.36295293865470607
363,2.840801365176814e-05,0.36395280900912674
364,2.8540574562571682e-05,0.3649526793635474
365,2.8673327385529322e-05,0.3659525497179681
366,2.8806271670910813e-05,0.36695242007238876
