krylov_dim,l2_norm_sum,cpu_time
5,12.600592543255878,5.386727809906006
10,11.32174681814813,4.394406080245972
20,8.775461395462072,5.257745981216431
30,6.727369762734653,5.231182098388672
40,4.662675313693476,4.611840009689331
50,3.368158992409465,5.463271141052246
60,1.948318153310464,4.850303888320923
70,0.7563457391589652,5.47093391418457
80,0.3336941033982991,5.580547571182251
90,0.1508396610388347,6.595620155334473
100,0.00012470345688632615,5.979450702667236
