L2_norm_sum,max_CFL_number,cpu_time
0.1073325619977102,263.62,0.791358470916748
0.2585211745607605,32.95,6.064575910568237
0.2763267178788802,3.36,55.96817874908447
0.0385200971111826,0.34,469.8276319503784
0.030189214019459613,0.17,935.9486842155457
