L2_norm_sum,max_CFL_number,cpu_time
0.0005133443175574,263.62,257.2041070461273
0.0012690423681659,32.95,149.06573271751404
0.0039057948489576,3.36,298.98025703430176
0.0123248098222061,0.34,3720.25133728981
0.0174275230911243,0.17,8884.497391462326
0.0012690423681659983,32.95,445.48111844062805
