,exp_100,tiempo
0,0.03936198560988068,1.0
1,0.6220001503063343,2.0
2,1.3805960974647051,3.0
3,1.8444968545261147,4.0
4,1.9879754423430267,5.0
5,2.004528785958317,6.0
6,2.0089965064184816,7.0
7,2.0074779649225474,8.0
8,2.008514217992141,9.0
9,2.0078426843855612,10.0
