,exp_400,tiempo
0,6.405045746766179e-05,1.0
1,0.00012839054818893552,2.0
2,0.00042420361936463207,3.0
3,0.0012507191204675916,4.0
4,0.002734925878143351,5.0
5,0.005647104509339813,6.0
6,0.01033334553268506,7.0
7,0.017173838992303778,8.0
8,0.024184431509361125,9.0
9,0.030855545353019802,10.0
