,exp_300,tiempo
0,0.0008481367909651695,1.0
1,0.018674851207862164,2.0
2,0.08123378161857055,3.0
3,0.1959883864662025,4.0
4,0.40013739103942414,5.0
5,0.7081242326933924,6.0
6,1.0516054320311694,7.0
7,1.4354144969156233,8.0
8,1.7844282093303876,9.0
9,2.4163890070684175,10.0
